epoch,loss,accuracy
1,235.6722505390644,0.844815412547912
2,215.4748254045844,0.8563647367359289
3,214.6045634150505,0.8582812184789187
4,213.61144153028727,0.8584325196691547
5,213.3967585489154,0.8585838208593908
6,213.10096569359303,0.8579786160984466
7,212.03739261627197,0.8590377244300988
8,211.252830542624,0.8589872907000202
9,211.24540731310844,0.8588359895097841
10,211.50511851906776,0.8591890256203348
11,211.2796861976385,0.8590377244300988
12,210.91117273271084,0.8582307847488401
13,211.52005114406347,0.8584829533992334
14,210.045423977077,0.8605003026023804
15,210.48201317340136,0.8591385918902562
16,210.1417651474476,0.8592898930804922
17,210.28889728337526,0.8599959653015937
18,210.13124577701092,0.859794230381279
19,210.53285560011864,0.8593403268105709
20,210.28196442127228,0.859794230381279
21,210.36845203489065,0.8574238450675812
22,209.31882189959288,0.8601472664918297
23,209.56656081229448,0.8617611458543474
24,209.79637625068426,0.8598446641113576
25,209.58684266358614,0.8589368569699415
26,209.638131827116,0.8593907605406496
27,209.40231924504042,0.8589872907000202
28,209.5099314302206,0.8612568085535606
29,209.1670725941658,0.8598950978414364
30,209.44018586724997,0.8600463990316723
31,209.51156114786863,0.859642929191043
32,208.95261092483997,0.8587855557797055
33,209.07597022503614,0.8603490014121444
34,209.45111076533794,0.8598950978414364
35,208.40034330636263,0.8613072422836393
36,208.74210707843304,0.861055073633246
37,209.0819544494152,0.859794230381279
38,208.71073388308287,0.8601472664918297
39,208.11329504102468,0.8595420617308857
40,208.9577462822199,0.8607020375226951
41,209.3389495909214,0.8607020375226951
42,209.25580079108477,0.8594411942707283
43,209.01657604426146,0.8601977002219084
44,208.05405191332102,0.861508977203954
45,208.59329678863287,0.8602985676820658
46,208.50114665925503,0.8607020375226951
47,208.85415873676538,0.8611559410934033
48,208.71578980237246,0.8603994351422232
49,208.0622724145651,0.8612568085535606
50,208.82475715130568,0.8616098446641114
51,208.89882992208004,0.8597437966512004
52,208.4712620228529,0.8608029049828525
53,208.69962971657515,0.8601472664918297
54,208.12435551732779,0.8611055073633246
55,208.5452554449439,0.8595420617308857
56,208.26632437109947,0.8609037724430099
57,208.2749456241727,0.8625680855356063
58,208.42197741568089,0.8618115795844261
59,209.20337294787169,0.8608533387129312
60,208.11771239340305,0.8606011700625378
61,208.47938857972622,0.8606011700625378
62,208.2799928933382,0.8625680855356063
63,208.39607150107622,0.8592898930804922
64,208.31440319865942,0.8606516037926165
65,208.69764824956656,0.8609542061730886
66,208.20012916624546,0.861055073633246
67,207.9854488298297,0.8613072422836393
68,208.25729516893625,0.8611559410934033
69,207.96399874985218,0.8614585434738753
70,207.95550981163979,0.8617611458543474
71,208.52412698417902,0.8603490014121444
72,207.737001106143,0.8608533387129312
73,207.8834189400077,0.8624167843453702
74,207.4083055779338,0.861206374823482
75,207.8266642689705,0.8607524712527739
76,208.17953460663557,0.8598950978414364
77,208.52177718281746,0.8607020375226951
78,208.7478543072939,0.8605003026023804
79,207.9919463545084,0.8609037724430099
80,207.64584978669882,0.8614585434738753
81,208.43505700677633,0.8618620133145047
82,207.4374805688858,0.8620637482348195
83,208.01663771271706,0.8618115795844261
84,208.15968903154135,0.8620133145047407
85,208.372880756855,0.8621646156949768
86,208.04063791036606,0.8614081097437967
87,208.0551484078169,0.861206374823482
88,207.88414684683084,0.861206374823482
89,207.8840271756053,0.8627193867258423
90,208.41119245439768,0.8607020375226951
91,208.23483931273222,0.8613072422836393
92,208.16722564399242,0.8608029049828525
93,208.19863910973072,0.8598950978414364
94,208.1243810504675,0.8609542061730886
95,208.2847951874137,0.861206374823482
96,207.7304480150342,0.861206374823482
97,207.15904722362757,0.8619628807746621
98,207.67042419314384,0.86166027839419
99,207.44876182824373,0.8621141819648981
100,207.6020166426897,0.8612568085535606
